id,source,name,lat,lon,city_display,city_norm,state,oven_label,oven_confidence,oven_evidence,website,dup_count
osm:node/12652390733,osm,Jet's Pizza,44.7464595,-85.5958406,,,,unknown,0.0,,,1
osm:node/12652485848,osm,Mama Lou's,46.502123,-68.3631538,Masardis,masardis,ME,unknown,0.0,,https://www.facebook.com/profile.php?id=100063151934937&ref=page_internal,1
osm:node/12654052793,osm,High Bridge Pizza,42.7698572,-73.9151572,,,,unknown,0.0,,,1
osm:node/12654274837,osm,Tolli's Pizzeria and Deli,42.0674043,-72.6794334,Feeding Hills,feeding hills,MA,unknown,0.0,,,1
osm:node/12655492449,osm,Little Caesars,37.5157224,-120.8493481,Turlock,turlock,CA,unknown,0.0,,https://littlecaesars.com/en-us/store/3439/,1
osm:node/12656250878,osm,Old Scratch Pizza & Beer,39.6274763,-84.1715652,Centerville,centerville,OH,unknown,0.0,,https://www.oldscratchpizza.com/location/centerville,1
osm:node/12656928286,osm,Marco's Pizza,39.4318146,-77.417837,,,,unknown,0.0,,,1
osm:node/12657702999,osm,Mountain Mike's,37.990362,-122.3031693,,,,unknown,0.0,,,1
osm:node/12657703000,osm,Papa Murphy's,37.9901488,-122.3037878,,,,unknown,0.0,,,1
osm:node/12657895884,osm,Michael's Pizza,42.3764074,-71.1588334,Belmont,belmont,MA,unknown,0.0,,,1
osm:node/12660652228,osm,The Barn,42.4258122,-71.8781934,Princeton,princeton,MA,unknown,0.0,,,1
osm:node/12660709353,osm,Dough Mamma Pizzeria,32.8541565,-117.2566402,San Diego,san diego,CA,unknown,0.0,,https://doughmommapizzeria.com/,1
osm:node/12660883302,osm,One Pie Pizza Co.,42.871504,-78.7956674,,,,unknown,0.0,,https://www.onepiepizza.com/,1
osm:node/12661223131,osm,Braazo Pizza,34.0439418,-118.2516641,,,,unknown,0.0,,,1
osm:node/12662229711,osm,Silver Lake Pizza and Pasta,47.8969606,-122.222129,Everett,everett,WA,unknown,0.0,,https://slpizzaandpasta.com/,1
osm:node/12662376487,osm,Tandoori Pizza,37.5214268,-120.8494042,Turlock,turlock,CA,unknown,0.0,,https://tandooripizza.com/,1
osm:node/12662380820,osm,Papa Murphy's,37.5196275,-120.8474682,Turlock,turlock,CA,unknown,0.0,,https://locations.papamurphys.com/ca/turlock/2926-geer-road,1
osm:node/12662380985,osm,JAMS @ 209,37.5142342,-120.8506647,Turlock,turlock,CA,unknown,0.0,,https://jamssportsbar.com/menu/,1
osm:node/12662652500,osm,Uncle Jerry's Pizza,42.2085124,-88.242543,,,,unknown,0.0,,,1
osm:node/12662812201,osm,Northern Fires Pizza Restaurant,44.9268038,-93.2466076,,,,unknown,0.0,,https://www.northernfirespizza.com/,1
osm:node/12663202926,osm,Holiday Pizza,42.4772206,-72.6090907,South Deerfield,south deerfield,MA,unknown,0.0,,https://holiday-pizza.net/,1
osm:node/12663491375,osm,Mountain Mike's,37.5148488,-120.84765,Turlock,turlock,CA,unknown,0.0,,https://www.mountainmikespizza.com/locations/turlock-geer/,1
osm:node/12663554106,osm,Penelope Pizza,32.2314416,-110.8405733,Tucson,tucson,AZ,unknown,0.0,,https://www.penelopepizza.com/,1
osm:node/12665273499,osm,Carini's,40.9655007,-76.6180839,Danville,danville,PA,unknown,0.0,,https://www.carinipizzasubsrestaurant.com/,1
osm:node/12668725569,osm,Toarmina's Pizza,42.2484574,-83.3485134,,,,unknown,0.0,,,1
osm:node/12669206802,osm,Little Caesars,37.5560101,-122.0145482,,,,unknown,0.0,,,1
osm:node/12669277624,osm,Whadda Pizza,40.9652427,-76.6192731,Danville,danville,PA,unknown,0.0,,,1
osm:node/12669322278,osm,Monical's Pizza,40.706588,-89.4463239,Washington,washington,IL,unknown,0.0,,,1
osm:node/12673513896,osm,Godfather's Pizza,41.1733018,-80.5696995,,,,unknown,0.0,,,1
osm:node/12674026609,osm,Tornado's Pizza,42.1945807,-83.4837558,,,,unknown,0.0,,,1
osm:node/12674202671,osm,La Villetta,40.7548931,-73.9649433,,,,unknown,0.0,,,1
osm:node/12674267377,osm,Biagio's Pizza-n-Pasta,40.9391039,-74.119213,,,,unknown,0.0,,,1
osm:node/12674431388,osm,Buffalo Chip's Pizza,40.3038329,-121.0015922,Westwood,westwood,CA,unknown,0.0,,https://buffalochipspizza.com/,1
osm:node/12676588435,osm,Apollo's Pizza,40.0128665,-75.1904973,,,,unknown,0.0,,,1
osm:node/12677042335,osm,Sam's Club Cafe,40.8340882,-77.8065811,,,,unknown,0.0,,,1
osm:node/12677124368,osm,Domino's,40.59654,-74.0851945,,,,unknown,0.0,,,1
osm:node/12678165940,osm,Pie & Fries,40.6323836,-73.9950736,,,,unknown,0.0,,https://www.pieandfries.com,1
osm:node/12678173394,osm,Tino's Artisan Pizza Co.,40.375753,-74.6126628,,,,wood,0.15,woodlean:'artisan pizza',https://nojunkpizza.com/,1
osm:node/12678198597,osm,Hellfired Pizza,45.6191413,-122.6457229,,,,unknown,0.0,,,1
osm:node/12681453261,osm,Gionino's Pizzeria,40.881365,-81.5719268,,,,unknown,0.0,,,1
osm:node/12682072349,osm,Domino's,40.6206069,-75.4817211,Whitehall,whitehall,PA,unknown,0.0,,,1
osm:node/12682386969,osm,Willie's Pizza and Wings,37.4995135,-120.825406,Turlock,turlock,CA,unknown,0.0,,,1
osm:node/12682634826,osm,Sbarro,33.525821,-117.153553,Temecula,temecula,CA,unknown,0.0,,https://order.sbarro.com/menu/sbarro-promenade-temecula,1
osm:node/12682692094,osm,NYC Village Pizza,40.6105116,-75.3810227,Bethlehem,bethlehem,PA,unknown,0.0,,,1
osm:node/1268337531,osm,Marco's Pizza,39.9649118,-105.164299,,,,unknown,0.0,,,1
osm:node/1268345746,osm,Pizza Bella,32.7531604,-117.1977738,,,,unknown,0.0,,,1
osm:node/12686015501,osm,Pizza Palace,41.3468767,-72.0501679,,,,unknown,0.0,,http://grotonpizzapalace.com,1
osm:node/12686121201,osm,Pano's Pizza,41.3426586,-72.0599138,,,,unknown,0.0,,http://panospizza.com,1
osm:node/12688460519,osm,Pieology Pizzeria,36.8572016,-119.7839466,Fresno,fresno,CA,unknown,0.0,,https://pieology.com/pizza-near-me/?rest_id=6019,1
osm:node/12688644804,osm,Mel's Pizza,42.0352639,-88.295539,Elgin,elgin,IL,unknown,0.0,,,1
osm:node/12691206099,osm,Gigi's Pizza Co.,42.3687148,-71.2057346,Watertown,watertown,MA,unknown,0.0,,,1
osm:node/1269394116,osm,Elvio's Pizzeria and Restaurant,44.0457058,-71.6671903,,,,unknown,0.0,,,1
osm:node/12695160437,osm,Yia Yia's Pizzeria,39.3537495,-76.4616317,,,MD,unknown,0.0,,https://www.yiayiasbakery.com/yia-yias-pizzeria,1
osm:node/12695173077,osm,Garcia's Pizza in a Pan,40.1194252,-88.2776234,Champaign,champaign,IL,unknown,0.0,,https://www.garciaspizzainapanchampaign.com/6356,1
osm:node/12695185601,osm,Mountain Mike's Pizza,43.2143388,-123.3567572,,,,unknown,0.0,,https://www.mountainmikespizza.com/locations/roseburg-w-harvard/,1
osm:node/12695323556,osm,Napoli's Pizza,39.7353837,-84.0755756,,,,unknown,0.0,,,1
osm:node/12695373001,osm,Borelli's,40.5858217,-73.6921039,,,,unknown,0.0,,,1
osm:node/12695438312,osm,Seasons Pizza,39.2871533,-76.5452976,Baltimore,baltimore,MD,unknown,0.0,,https://seasonspizza.com/stores/bayview/,1
osm:node/1269564083,osm,Ray's Pizza,40.9417211,-73.9613277,,,,unknown,0.0,,,1
osm:node/12695790019,osm,Pizza Hut,42.5459956,-89.0109963,Beloit,beloit,WI,unknown,0.0,,,1
osm:node/12697156325,osm,Domino's,42.2786449,-83.3854493,Wayne,wayne,MI,unknown,0.0,,https://pizza.dominos.com/michigan/wayne/35171-e-michigan-ave,1
osm:node/12697673529,osm,Nana's Mystic,41.3492787,-71.9589674,,,,unknown,0.0,,,1
osm:node/12702312442,osm,DK's Corner,41.4750708,-75.5750171,Jessup,jessup,PA,unknown,0.0,,https://m.facebook.com/profile.php?id=100083178496431,1
osm:node/12703518712,osm,Little Caesars,41.7152067,-83.6973821,Sylvania,sylvania,OH,unknown,0.0,,,1
osm:node/12703546655,osm,Marco's Pizza,41.7153918,-83.7016811,Sylvania,sylvania,OH,unknown,0.0,,https://www.marcos.com/,1
osm:node/12703559600,osm,Pizza Hut,39.0845083,-76.9521047,Silver Spring,silver spring,MD,unknown,0.0,,,1
osm:node/12703716864,osm,Lucero's Pizza,39.1468294,-76.9004708,,,,unknown,0.0,,https://www.lucerospizza.com/,1
osm:node/12703841158,osm,The Forge,37.7101693,-122.2116653,,,,unknown,0.0,,,1
osm:node/1270395444,osm,Lisa's Pizza,40.9909803,-74.0344988,,,,unknown,0.0,,,1
osm:node/12706073811,osm,Bear Brick Oven Pizza,39.109541,-76.997758,Silver Spring,silver spring,MD,wood_or_coal,0.45,solid:'brick oven',https://www.bearbrickoven.com/,1
osm:node/12706130162,osm,Gino's Pizza & Sports Bar,41.3778518,-71.9575513,,,,unknown,0.0,,,1
osm:node/12707954103,osm,Cassano's,39.5266696,-84.3858511,,,,unknown,0.0,,https://www.cassanos.com/location/north-verity-parkway/,1
osm:node/12708402347,osm,Chuck E. Cheese,42.297927,-83.2739962,,,,unknown,0.0,,,1
osm:node/12708402350,osm,Fat Boys Pizza (Coming Soon),42.2995889,-83.2706948,,,,unknown,0.0,,,1
osm:node/12709183565,osm,Original Italian Pizza,40.9632122,-76.6155594,Danville,danville,PA,unknown,0.0,,https://www.danvilleoriginalitalianpizza.com/,1
osm:node/12709754717,osm,Dom's Westgate Pizza,40.641953,-75.4031213,Bethlehem,bethlehem,PA,unknown,0.0,,,1
osm:node/12709903359,osm,Nina’s Greek Cuisine and Pizza,33.8152052,-116.528822,,,,unknown,0.0,,,1
osm:node/12709981801,osm,Cam's Pizzeria,43.15337,-77.5068162,,,,unknown,0.0,,https://camspizzeria.com/browncroft-penfield/,1
osm:node/12710844643,osm,Ironbark Brewing Co.,42.2189242,-84.4381069,,,,unknown,0.0,,https://ironbarkbrewingco.com/,1
osm:node/1271250710,osm,Two Fisted Mario's Pizza,39.7502396,-104.9976011,Denver,denver,CO,unknown,0.0,,,1
osm:node/12714330212,osm,Punky's,41.8452746,-87.6417365,,,,unknown,0.0,,,1
osm:node/12714797701,osm,Fat Head's Family Restaurant,41.1225998,-83.0172899,,,,unknown,0.0,,https://fatheadsfamilyrestaurant.com/,1
osm:node/12714870458,osm,Pizza Hut,43.9810239,-84.4796805,,,,unknown,0.0,,,1
osm:node/12717450239,osm,Via 313 Pizzeria,39.5679008,-104.8769016,,,,unknown,0.0,,,1
osm:node/12717611174,osm,Domino's,40.0601716,-88.2518529,Savoy,savoy,IL,unknown,0.0,,https://pizza.dominos.com/illinois/savoy/511-commerce-drive,1
osm:node/12723898240,osm,Joe's Pizza & Pasta,39.1212726,-88.5415069,Effingham,effingham,IL,unknown,0.0,,https://orderjoes.com/locations/?loc=8,1
osm:node/12723941659,osm,Franco's Pizza,41.5638834,-88.2577419,Plainfield,plainfield,,unknown,0.0,,,1
osm:node/12724150203,osm,Portland Pie Company,44.8000188,-68.7722319,,,,unknown,0.0,,https://www.portlandpie.com/,1
osm:node/12724442228,osm,Rosati's,41.7401448,-87.9720726,,,,unknown,0.0,,,1
osm:node/12724536004,osm,The Boiler Room,47.716723,-117.4333589,Spokane,spokane,WA,unknown,0.0,,,1
osm:node/12724585216,osm,Pizza Man,44.831022,-93.1588308,,,,unknown,0.0,,,1
osm:node/12724605699,osm,Scratch Pizzeria,44.8327676,-93.16662,,,,unknown,0.0,,,1
osm:node/12724742830,osm,Domino's,39.1206834,-88.5542299,Effingham,effingham,IL,unknown,0.0,,https://www.dominos.com/en/,1
osm:node/12725132024,osm,Strad Pizza,33.6127904,-111.9265273,Scottsdale,scottsdale,AZ,unknown,0.0,,https://stradpizza.com/,1
osm:node/1272553302,osm,Barro's Pizza,33.5105405,-112.340345,Litchfield Park,litchfield park,AZ,unknown,0.0,,,1
osm:node/12726502417,osm,Round Table Pizza,37.5342226,-121.9623752,,,,unknown,0.0,,,1
osm:node/12727136943,osm,Slice House by Tony Gemignani,37.6952535,-122.0786144,Castro Valley,castro valley,CA,unknown,0.0,,https://slicehouse.com/,1
osm:node/12728105191,osm,Sharkys Sports Bar & Grill,42.355575,-88.0973568,,,,unknown,0.0,,,1
osm:node/12729456413,osm,Jupiter's Pizzeria & Billiards,40.1177712,-88.2414167,Champaign,champaign,IL,unknown,0.0,,http://www.jupiterspizza.com/,1
osm:node/12730434020,osm,Diamond Slice,40.7250761,-73.9464209,Brooklyn,brooklyn,NY,unknown,0.0,,https://wwww.instagram.com/diamondslice_,1
osm:node/12730434029,osm,The Esters,40.7254449,-73.9452695,Brooklyn,brooklyn,NY,unknown,0.0,,https://www.theesters.com,1
osm:node/12731896957,osm,Jii South Pizza,40.0629503,-74.2187261,,,,unknown,0.0,,,1
osm:node/12732189069,osm,Delicio,39.2033287,-84.3681491,Montgomery,montgomery,OH,unknown,0.0,,,1
osm:node/12732221742,osm,Crust Co.,40.6326003,-73.9954272,,,,unknown,0.0,,,1
osm:node/12732374926,osm,Pizza Hut,41.3985879,-81.9964341,North Ridgeville,north ridgeville,OH,unknown,0.0,,,1
osm:node/12732442464,osm,Pizza Factory,36.6634845,-121.6577536,Salinas,salinas,CA,unknown,0.0,,,1
osm:node/12736546484,osm,Pizza Hut,40.7351543,-74.1711994,Newark,newark,NJ,unknown,0.0,,,1
osm:node/12737090657,osm,Merkin Vinyards Hilltop Winery & Trattoria,34.746332,-112.0284461,Cottonwood,cottonwood,AZ,unknown,0.0,,https://merkintrattoria.com,1
osm:node/12737534925,osm,Antonio's Bick Oven Pizza,40.5427189,-74.3623385,Metuchen,metuchen,NJ,unknown,0.0,,,1
osm:node/12737670001,osm,Godfather's Pizza,44.2950684,-93.2743286,,,,unknown,0.0,,,1
osm:node/12737879309,osm,Pat's Pizza,41.8739612,-87.6308365,Chicago,chicago,IL,unknown,0.0,,https://www.patspizzasouthloop.com/,1
osm:node/12739092769,osm,Cocca's Pizza,41.162875,-80.6332227,,,,unknown,0.0,,,1
osm:node/12739572230,osm,Pizza Barn,40.0175227,-74.732138,,,,unknown,0.0,,,1
osm:node/12740119561,osm,Champion Pizza,40.7599856,-73.8289473,,,,unknown,0.0,,,1
osm:node/12742061299,osm,Berkner Pizza,45.3064832,-96.4469143,,,,unknown,0.0,,,1
osm:node/12745270312,osm,Donatos Pizza,39.1453701,-84.4448345,,,,unknown,0.0,,,1
osm:node/12745327708,osm,Sud NYC,40.7157735,-73.9642133,,,,unknown,0.0,,,1
osm:node/12746021859,osm,Lampost Pizza,38.4235982,-121.4448984,,,,unknown,0.0,,,1
osm:node/12747122089,osm,Costco Food Court,44.0888639,-123.0649547,Eugene,eugene,OR,unknown,0.0,,,1
osm:node/12749137763,osm,K&D,41.3276556,-74.1908406,,,,unknown,0.0,,,1
osm:node/12749168585,osm,Hammer's New York Pizza,33.0498969,-117.2596269,,,,unknown,0.0,,,1
osm:node/12749223246,osm,Tony's Restaursnt & Pizzeria,41.0638444,-75.062206,,,,unknown,0.0,,,1
osm:node/12749275619,osm,Toppers Pizza,42.3787467,-87.9385902,Gurnee,gurnee,IL,unknown,0.0,,https://toppers.com/locations/gurnee/,1
osm:node/12749396056,osm,Pizza Hut,42.3778438,-87.9348127,Gurnee,gurnee,IL,unknown,0.0,,https://locations.pizzahut.com/il/gurnee/5326-grand-ave,1
osm:node/12750873467,osm,Domino's,37.5513978,-121.9943909,,,,unknown,0.0,,,1
osm:node/12751795539,osm,Domino's,38.7693561,-104.7399641,Colorado Springs,colorado springs,CO,unknown,0.0,,https://pizza.dominos.com/colorado/colorado-springs/1830-main-st,1
osm:node/12752572579,osm,Source,42.374526,-71.1200301,,,,unknown,0.0,,https://sourcerestaurants.com/,1
osm:node/12752805384,osm,Little Caesars,44.791999,-93.5993457,,,,unknown,0.0,,,1
osm:node/12753466796,osm,Extreme Pizza,37.8663031,-122.2679805,Berkeley,berkeley,CA,unknown,0.0,,https://extremepizza.hungerrush.com,1
osm:node/12754555281,osm,Streets of New York,33.7975746,-112.1202825,Phoenix,phoenix,AZ,unknown,0.0,,https://streetsofnewyork.com/,1
osm:node/12756185442,osm,New York Pizza Pie,38.660993,-121.7652247,,,,unknown,0.0,,,1
osm:node/12758678688,osm,Fired Up Pizzeria,44.8659345,-93.3268188,,,,unknown,0.0,,,1
osm:node/12758904436,osm,Caretti's Pizza and Ristorante,39.9718694,-77.6347924,Chambersburg,chambersburg,PA,unknown,0.0,,https://www.carettispizza.com/,1
osm:node/12760469137,osm,Pizza on Main,41.5752369,-72.5020104,,,,unknown,0.0,,,1
osm:node/12763505266,osm,Lazer's Pizza & Roast Beef,42.2599851,-72.2400651,Ware,ware,MA,unknown,0.0,,http://lazerspizza.great-site.net/?i=1,1
osm:node/1276461157,osm,Pizza Pushers,42.1631239,-88.2962024,Algonquin,algonquin,IL,unknown,0.0,,https://pizzapushers.pizza/,1
osm:node/12766117161,osm,Costco Food Court,40.6554989,-74.0095138,,,,unknown,0.0,,,1
osm:node/12766667594,osm,Ranch,45.6273715,-122.6736285,,,,unknown,0.0,,,1
osm:node/12767846201,osm,TerraBYTE,40.1102595,-88.2218604,,,,unknown,0.0,,,1
osm:node/12768733444,osm,Milan Pizzeria,40.8224964,-74.4495933,Cedar Knolls,cedar knolls,NJ,unknown,0.0,,,1
osm:node/12769364762,osm,Hungry Howie's,42.3084707,-83.4863389,,,,unknown,0.0,,,1
osm:node/12769450282,osm,Toto's Pizzeria,37.5187095,-122.2743376,,,,unknown,0.0,,,1
osm:node/12769471377,osm,Slice House,37.5200164,-122.2757432,,,,unknown,0.0,,,1
osm:node/12770726258,osm,Domino's,43.7337837,-70.5465019,,,,unknown,0.0,,,1
osm:node/12771108037,osm,New Pizza 8,33.9350452,-118.343487,,,,unknown,0.0,,,1
osm:node/12771262724,osm,Bluebird Pizzeria,37.7318257,-122.1609373,,,,unknown,0.0,,,1
osm:node/12771770289,osm,Domino's,43.0901893,-87.9576451,Milwaukee,milwaukee,WI,unknown,0.0,,https://pizza.dominos.com/wisconsin/mikwaukee/3500-west-capitol-drive,1
osm:node/12771972201,osm,Uncle Joe's Pizzeria,42.8788557,-76.9841747,,,,unknown,0.0,,http://www.unclejoesgeneva.com/,1
osm:node/12773368900,osm,Brothers Pizza,42.7501643,-74.0481229,Altamont,altamont,NY,unknown,0.0,,,1
osm:node/12776630821,osm,Mountain Mike's,44.4599437,-87.9876842,Bellevue,bellevue,WI,unknown,0.0,,https://www.mountainmikespizza.com/locations/bellevue-costco-way/,1
osm:node/12776638101,osm,Tomaso's Pizza & Burger Bar,43.6555608,-70.2547891,,,,unknown,0.0,,,1
osm:node/12776684780,osm,Adventures Restaurant & Catering,45.7939955,-92.3820542,Siren,siren,WI,unknown,0.0,,https://www.adventuresrestaurants.com/siren-home,1
osm:node/1277680310,osm,Skipolini's,38.798745,-121.293095,,,,unknown,0.0,,,1
osm:node/12777203498,osm,Domino's,42.9307924,-72.2875548,,,,unknown,0.0,,,1
osm:node/12777576281,osm,Julliano's Italian Cafe,39.203905,-77.1400712,Gaithersburg,gaithersburg,MD,unknown,0.0,,http://www.jullianos.com/,1
osm:node/12779072341,osm,Apulia,40.7529901,-74.025961,,,,unknown,0.0,,,1
osm:node/12781980105,osm,Alfred's Pizza,34.2590624,-118.3218782,Sunland,sunland,CA,unknown,0.0,,,1
osm:node/12783351191,osm,Texas Chicken & Pizza,40.7498035,-73.8984214,Woodside,woodside,NY,unknown,0.0,,https://www.newtexaschicken.com/,1
osm:node/12784569849,osm,Rosati's,41.720019,-87.7764437,Oak Lawn,oak lawn,IL,unknown,0.0,,https://myrosatis.com/oaklawn,1
osm:node/12785082996,osm,Papa Murphy's,38.4101637,-121.3861787,,,,unknown,0.0,,,1
osm:node/12785083000,osm,Pattys Pizza Shack,38.410142,-121.384955,,,,unknown,0.0,,,1
osm:node/12785172885,osm,Mountain Mike's,38.4086339,-121.3823181,,,,unknown,0.0,,,1
osm:node/12787337925,osm,Mountain Mike's,38.6686471,-121.3346769,,,,unknown,0.0,,,1
osm:node/12787373667,osm,Domino's,40.5224772,-104.9759876,Timnath,timnath,CO,unknown,0.0,,https://dominos.com/,1
osm:node/12787761855,osm,Costco Food Court,37.6420874,-122.4010547,South San Francisco,south san francisco,CA,unknown,0.0,,,1
osm:node/12789088477,osm,Pizza Amelia,41.9430453,-87.6813911,Chicago,chicago,IL,unknown,0.0,,,1
osm:node/1278920076,osm,The Cabin,43.9047092,-69.8159593,,,,unknown,0.0,,,1
osm:node/12789621955,osm,Me n Ed's Pizzeria,36.8816714,-119.7486271,,,,unknown,0.0,,,1
osm:node/12790206934,osm,Papa Murphy's,43.9775849,-124.1023204,,,,unknown,0.0,,,1
osm:node/12791788999,osm,Pomodoro Rosso Italian Grill & Pizzeria,40.4087947,-74.0407075,Atlantic Highlands,atlantic highlands,NJ,unknown,0.0,,,1
osm:node/12793374702,osm,Round Pie,40.223388,-74.2675841,,,,unknown,0.0,,https://roundpie.com/store/freehold/,1
osm:node/12793479859,osm,Pizza Boli's,39.3660786,-76.647599,Baltimore,baltimore,MD,unknown,0.0,,https://www.pizzabolis.com/locations/falls-road-mt-washington/,1
osm:node/12793584617,osm,Louie's Pizza,38.8745637,-104.8058529,Colorado Springs,colorado springs,CO,unknown,0.0,,,1
osm:node/1279512103,osm,Joe Pizza,41.8741092,-72.8017609,,,,unknown,0.0,,,1
osm:node/12795524061,osm,Marcello's Pizza-Grill,40.2235892,-74.6461181,Hamilton Township,hamilton township,NJ,unknown,0.0,,https://www.marcellospizzagrill.com/,1
osm:node/12801080917,osm,Pizza Hut Express,40.7946461,-73.9635127,,,,unknown,0.0,,,1
osm:node/12803003952,osm,Pizza Hut,40.0119738,-75.6936876,Downingtown,downingtown,PA,unknown,0.0,,https://locations.pizzahut.com/pa/downingtown/520-lancaster-ave,1
osm:node/12804472647,osm,Domino's,44.5729578,-93.3515742,,,,unknown,0.0,,,1
osm:node/12805205708,osm,Spiral Pizza,44.7414422,-92.852879,,,,unknown,0.0,,,1
osm:node/12806248370,osm,Nino's Pizzaria,43.169796,-77.5606024,,,,unknown,0.0,,,1
osm:node/12806414578,osm,Carbone's Pizzeria,44.7388035,-92.8787695,,,,unknown,0.0,,,1
osm:node/12806515384,osm,Pizza Hut,44.7376856,-92.8786093,,,,unknown,0.0,,,1
osm:node/12806759945,osm,Sofia Pizza II,40.5989055,-73.9371954,,,,unknown,0.0,,,1
osm:node/12807892933,osm,Godfather's Pizza,38.4886457,-102.7846531,,,,unknown,0.0,,,1
osm:node/12810007073,osm,Pizza Factory,33.8865638,-117.300393,Riverside,riverside,CA,unknown,0.0,,https://pizzafactory.com/orangecrest,1
osm:node/12810266149,osm,Jerry's Pizza,39.3444113,-83.0383815,Chillicothe,chillicothe,OH,unknown,0.0,,,1
osm:node/12810345420,osm,Valencia Pizza & Pasta,37.7600159,-122.4212841,,,,unknown,0.0,,https://www.valenciapizzapasta.com/,1
osm:node/12810655329,osm,Marco's Pizza,39.3326372,-83.0121656,,,,unknown,0.0,,,1
osm:node/12810674403,osm,Domino's,39.5693943,-76.9818548,,,,unknown,0.0,,,1
osm:node/12810691343,osm,Saroki's Crispy Chicken & Pizza,42.7471902,-84.4079654,Haslett,haslett,MI,unknown,0.0,,https://sarokis.com,1
osm:node/12812630875,osm,Chuck E. Cheese,33.9619326,-118.0331467,,,,unknown,0.0,,,1
osm:node/12815486183,osm,Pieology Pizzeria,33.999488,-117.719022,,,,unknown,0.0,,,1
osm:node/12815913089,osm,Peter Piper Pizza,32.6583869,-117.0892296,National City,national,CA,unknown,0.0,,https://locations.peterpiperpizza.com/ca/nationalcity/3007-highland-blvd,1
osm:node/12817460498,osm,Old Chicago Pizza Company,41.7514027,-87.6060592,Chicago,chicago,IL,unknown,0.0,,https://www.oldchicagopizzacompany.com/,1
osm:node/12820463188,osm,Mountain Mike's,37.5320526,-121.95805,,,,unknown,0.0,,,1
osm:node/1282136006,osm,Slice House,37.7808468,-122.3910627,,,,unknown,0.0,,,1
osm:node/12824067006,osm,Douglass Pizza & Grill,40.4920107,-74.4433774,New Brunswick,new brunswick,NJ,unknown,0.0,,https://www.douglaspizzaandgrill.com/,1
osm:node/12824345411,osm,Mellow Mushroom,40.0806991,-82.8144125,,,,unknown,0.0,,,1
osm:node/12825583901,osm,Schoolhouse Pizza,42.2453677,-71.0005179,Quincy,quincy,MA,unknown,0.0,,https://schoolhousepizzeria.com/,1
osm:node/12826088581,osm,Gino's East,42.5889205,-88.4332261,,,,unknown,0.0,,,1
osm:node/12826473453,osm,Planet Pizza,41.3286378,-74.189044,,,,unknown,0.0,,,1
osm:node/12826473464,osm,Amendola's Pizza & Pasta,41.3284417,-74.1884908,,,,unknown,0.0,,,1
osm:node/12827434711,osm,Via Sposito Pizza,40.3514073,-74.0656204,Red Bank,red bank,NJ,unknown,0.0,,https://viasposito.com/,1
osm:node/12827446520,osm,di Prima Pizza,33.8392861,-118.3851244,,,,unknown,0.0,,https://diprimapizza.com/,1
osm:node/12827502166,osm,Domino's,46.8085471,-95.8461277,,,,unknown,0.0,,,1
osm:node/12828769009,osm,Woodfire Pizza,46.8182377,-95.836284,,,,unknown,0.0,,https://www.woodfirepizza.co/,1
osm:node/12829503736,osm,Papa Johns,44.8354349,-93.151314,,,,unknown,0.0,,,1
osm:node/12829600133,osm,Old School Pizza,41.9344635,-88.8613408,Malta,malta,IL,unknown,0.0,,https://www.oldschoolpizzamalta.com/,1
osm:node/12830234909,osm,Filippo's Pizzeria,39.286971,-76.567373,Baltimore,baltimore,MD,unknown,0.0,,https://www.filippopizzeria.com/,1
osm:node/12830525532,osm,9 Mile East Farm,43.0895287,-73.7737805,Saratoga Springs,saratoga springs,NY,unknown,0.0,,https://9mileseast.com,1
osm:node/1283146755,osm,Aubree's,42.2460992,-83.6095843,,,,unknown,0.0,,,1
osm:node/12831557360,osm,Cottage Inn Pizza,43.3720044,-83.582889,Vassar,vassar,MI,unknown,0.0,,https://order.cottageinn.com/?uniqueStoreIdentifier=VASSAR&y_source=1_MTAwNjQ2NjI3Ny03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D#/,1
osm:node/12831691945,osm,Aden Pizza,38.9876591,-77.0993607,,,,unknown,0.0,,,1
osm:node/12832493067,osm,Michelangelo's,44.9225822,-122.9814917,Salem,salem,OR,unknown,0.0,,,1
osm:node/12832938719,osm,River City Pizza Co,34.8483274,-114.6167685,Needles,needles,CA,unknown,0.0,,https://rivercitypizzaco.com,1
osm:node/12833076475,osm,Elevation Pizza,39.9421652,-105.8111969,Fraser,fraser,CO,unknown,0.0,,http://elevationpizzaco.com/,1
osm:node/12833966323,osm,Pizzata Pizzeria,39.9493526,-75.1778012,,,,unknown,0.0,,,1
osm:node/12834593274,osm,Costco Food Court,47.6811727,-122.1816758,Kirkland,kirkland,WA,unknown,0.0,,https://costco.com/warehouse-locations/kirkland-wa-8.html,1
osm:node/12834867801,osm,Grill 'Em Pizza & Sports Bar,37.370665,-121.9094916,San Jose,san jose,,unknown,0.0,,,1
osm:node/12834934392,osm,The Fern Cafe,45.4637082,-123.8448165,Tillamook,tillamook,OR,unknown,0.0,,,1
osm:node/12836171348,osm,Fat Tomato,33.8583783,-118.390848,,,,unknown,0.0,,,1
osm:node/12838596187,osm,Romeo's Pizza,40.8988546,-80.8302066,,,,unknown,0.0,,,1
osm:node/12839267010,osm,Prince Street Pizza,33.6422498,-117.9180148,,,,unknown,0.0,,,1
osm:node/12842964232,osm,Pienza Brick Oven Pizza Cafe,40.6047764,-74.1805988,,,,wood_or_coal,0.45,solid:'brick oven',,1
